R,R_se,misses,ghosts,dups,AP,RO_recall,harm_rate,malicious_accept,benefit_rate,accept_rate,soft_frac,quarantine_frac,condition,policy
11.141354211031626,0.1401069787385576,5.69,0.5590909090909091,0.02090909090909091,0.3266924210981487,0.0968590692320342,0.0023952095808383233,,0.2325661284781862,0.15768961726791247,0.0,0.0,removal,conf_0.85
11.712243562853555,0.13604907575564945,6.111818181818182,0.5363636363636364,0.06818181818181818,0.29397551788331144,0.003453379378391712,0.022754491017964073,,0.010649261422191686,0.3518537024083142,0.0,0.0,removal,geom_consensus
9.608508455844492,0.14859113382269934,4.118181818181818,1.0609090909090908,0.06363636363636363,0.5375940251925769,0.3241243216576221,1.0,,1.0,1.0,1.0,0.0,removal,belt_like
10.709675270262736,0.15663667037809875,4.262727272727273,1.4754545454545454,0.05,0.47105752772426807,0.3757605656964315,0.5528942115768463,,0.9323256612847819,0.7364844608773858,0.0,0.0,removal,cad_like
10.983435985695271,0.15457806989935863,4.782727272727273,1.2372727272727273,0.03636363636363636,0.4215653222099364,0.25818122019404705,0.4558882235528942,,0.6286499484713157,0.5661037273908264,0.0,0.0,removal,robosac_like
10.95149527734372,0.15410415117364293,4.601818181818182,1.3863636363636365,0.056363636363636366,0.44025258457351973,0.2631146193060352,0.578443113772455,,0.6214359326691858,0.636154691715799,0.0,0.0,removal,mate_like
8.952735385029222,0.14384382455303352,4.041818181818182,0.7663636363636364,0.05,0.5133669082227316,0.34007564545305047,0.5017964071856288,,0.7897629680522157,0.7481762766063755,0.0,0.0,removal,gate_binary
11.385012225126156,0.1346416493926081,5.964545454545455,0.37272727272727274,0.0,0.325262321619404,0.07235652030915968,0.3405189620758483,,0.1745104774991412,0.2174477865494154,0.03947236934146098,0.005895872888977716,removal,ghostguard_crc
11.45994527843595,0.1342080787531645,6.0218181818181815,0.37272727272727274,0.0,0.316504152777813,0.06429863509291235,0.3401197604790419,,0.14874613534867742,0.2023583491555911,0.024382931947636653,0.02098531028280204,removal,gg_no_quarantine
10.85648136240455,0.1345899121285546,5.610909090909091,0.3790909090909091,0.0009090909090909091,0.3653474157087992,0.11774379213945074,0.3461077844311377,,0.27310202679491585,0.2625162386329569,0.03197761566903168,0.008194264015189367,removal,gg_label_solo
7.541400164300169,0.12726653425630047,3.6363636363636362,0.38727272727272727,0.0036363636363636364,0.5742665272795656,0.40124979444170367,0.007984031936127744,,0.8375128821710752,0.439892075547117,0.0,0.0,removal,oracle_loo
7.398810955482811,0.12718015820771775,3.601818181818182,0.3509090909090909,0.0,0.5776802764712802,0.4024009209011676,0.003992015968063872,,0.8399175541051185,0.42170480663535526,0.0,0.0,removal,oracle_greedy
12.480646398150753,0.14119896518693856,6.591818181818182,0.36,0.0,0.2768780239193418,0.0007881462799495586,0.0,,0.0,0.0,0.0,0.0,degraded,ego_only
18.305370980638646,0.23097180024616856,4.176363636363637,5.443636363636363,0.1009090909090909,0.3460951422685614,0.3787831021437579,1.0,,1.0,1.0,0.0,0.0,degraded,naive_lf
16.018929510076287,0.21217795586109908,4.399090909090909,4.032727272727273,0.08181818181818182,0.33029375993564175,0.34347414880201765,0.18210659898477158,,0.8584834266686847,0.6657132379904657,0.0,0.0,degraded,conf_0.5
13.999836263338462,0.1826470025473786,5.088181818181818,2.4336363636363636,0.04,0.2938544984421007,0.23581336696090793,0.028553299492385786,,0.5267140911154836,0.38547854785478547,0.0,0.0,degraded,conf_0.7
12.956080978006671,0.1556842982821205,6.0181818181818185,1.08,0.007272727272727273,0.2692601616065738,0.0900063051702396,0.0019035532994923859,,0.1804147116694415,0.13083975064173084,0.0,0.0,degraded,conf_0.85
